"Antwort ID","Datum Abgeschickt","Letzte Seite","Start-Sprache","Zufallsstartwert","","Geschlecht","Alter","Netto-Haushaltseinkommen (insgesamt)","Höchster Bildungsabschluss und berufliche Qualifikation","Deine Postleitzahl","Dein Bundesland",""," [Die Nutzung eines Nachhaltigkeits-Dashboards wäre für mich nützlich.]"," [Ich stelle mir die Nutzung des Dashboards in meiner Umgebung angenehm vor.]"," [Die Nutzung des Dashboards wird meine Lebensqualität verbessern.]"," [Die Nutzung des Nachhaltigkeits-Dashboards wird kompliziert für mich sein. ]"," [Um sicherzustellen, dass Du die Fragen aufmerksam liest, wähle bitte bei der folgenden Aussage ""Stimme eher zu"" aus.]",""," [Mein Umfeld erwartet von mir, dass ich Technologien wie das digitale Nachhaltigkeits-Dashboard nutze.]"," [Es ist mir wichtig, den Erwartungen in meinem Umfeld bei der Nutzung von neuen Technologien wie dem Nachhaltigkeits-Dashboard gerecht zu werden.]"," [Es wird allgemein erwartet, dass ich moderne Lösungen wie das Nachhaltigkeits-Dashboard nutze.]"," [Ein einfacher Zugang zu Informationen über die Funktion und Inhalte des Dashboards erleichtern mir die Nutzung.]"," [Ein Mangel an Zeit könnte mich davon abhalten, das Nachhaltigkeits-Dashboard zu nutzen.]"," [Ich habe die erforderlichen Kenntnisse, um das Nachhaltigkeits-Dashboard in meiner Umgebung zu nutzen.]"," [Ich bin sicher, dass ich das Nachhaltigkeits-Dashboard problemlos nutzen kann.]"," [Es ist einfach für mich, Anwendungen wie das Nachhaltigkeits-Dashboard zu verstehen und zu nutzen.]"," [Ich beabsichtige, das Dashboard über Nachhaltigkeitsinformationen in naher Zukunft zu nutzen, wenn sich hierzu die Gelegenheit bietet.]"
"123","1980-01-01 00:00:00","6","de","481847549","683ebcad-da6b-9c35-17ed-fb1ea05b91ba","Weiblich","46-55","1000 - unter 2000 Euro","Mittlere Reife","17328","Mecklenburg-Vorpommern","1","Stimme ich eher zu","Teils / Teils","Sehr geringe Verbesserung","Kaum kompliziert","Stimme eher zu","0","Trifft deutlich  zu","Kaum wichtig","Trifft überwiegend zu","Trifft überwiegend zu","Trifft teilweise zu","Sehr gute Kenntnisse","Trifft mehrheitlich zu.","Stimme ich eher nicht zu","Möglicherweise beabsichtigt"
"124","1980-01-01 00:00:00","6","de","1904721882","683ebda2-6026-1436-b713-9a71fb1b8447","Männlich","18-35","3000 - unter 4000 Euro","Abitur","17033","Mecklenburg-Vorpommern","1","Stimme ich zu","Teils / Teils","Sehr große Verbesserung","Kompliziert","Stimme eher zu","0","Trifft deutlich  zu","Extrem wichtig","Trifft eher nicht zu","Trifft teilweise zu","Trifft weitgehend zu","Geringe Kenntnisse","Trifft mehrheitlich zu.","Stimme ich eher nicht zu","Eher beabsichtigt"
"125","1980-01-01 00:00:00","6","de","1995837601","683ebe98-1314-c293-afe7-822ca2963323","Männlich","36-45","3000 - unter 4000 Euro","Abgeschlossene Berufsausbildung","18375","Mecklenburg-Vorpommern","1","Stimme ich eher nicht zu","Stimme ich eher zu","Mäßige Verbesserung","Eher kompliziert","Stimme eher zu","0","Trifft teileweise zu","Wenig wichtig","Trifft eher nicht zu","Trifft teilweise zu","Trifft eher nicht zu","Geringe Kenntnisse","Trift teilweise zu.","Teils / Teils","Möglicherweise beabsichtigt"
"127","1980-01-01 00:00:00","6","de","160077003","683ebf47-6ce6-3a18-aacd-01a354fc1786","Weiblich","36-45","4000 - unter 5000 Euro","Abgeschlossene Berufsausbildung","17358","Mecklenburg-Vorpommern","1","Teils / Teils","Stimme ich nicht zu","Geringe Verbesserung","Kaum kompliziert","Stimme eher zu","0","Trifft teileweise zu","Kaum wichtig","Trifft eher nicht zu","Trifft weitgehend zu","Trifft teilweise zu","Geringe Kenntnisse","Trift teilweise zu.","Teils / Teils","Möglicherweise beabsichtigt"
"131","1980-01-01 00:00:00","6","de","1313573999","683ebf9c-d9b5-fc7a-9af6-c46a3c8dda8c","Männlich","18-35","3000 - unter 4000 Euro","Abgeschlossene Berufsausbildung","18106","Mecklenburg-Vorpommern","1","Stimme ich eher zu","Stimme ich eher zu","Mäßige Verbesserung","Ein wenig kompliziert","Stimme eher zu","0","Trifft kaum zu","Mäßig wichtig","Trifft kaum zu","Trifft weitgehend zu","Trifft überwiegend zu","Grundlegende Kenntnisse","Trifft mehrheitlich zu.","Teils / Teils","Eher beabsichtigt"
"132","1980-01-01 00:00:00","6","de","1867067721","683ec081-4084-5400-4261-4225ce5a71fb","Weiblich","56-65","Unter 1000 Euro","Mittlere Reife","18356","Mecklenburg-Vorpommern","1","Teils / Teils","Teils / Teils","Geringe Verbesserung","Kompliziert","Stimme eher zu","0","Trifft teileweise zu","Mäßig wichtig","Trifft teilweise zu","Trifft teilweise zu","Trifft teilweise zu","Überhaupt keine Kenntnisse","Trift teilweise zu.","Teils / Teils","Eher nicht beabsichtigt."
"134","1980-01-01 00:00:00","6","de","894612799","683ec148-327e-0d8b-1772-eef522413f3d","Männlich","36-45","2000 - unter 3000 Euro","Abgeschlossene Berufsausbildung","17192","Mecklenburg-Vorpommern","1","Teils / Teils","Teils / Teils","Sehr geringe Verbesserung","Ein wenig kompliziert","Stimme eher zu","0","Trifft kaum zu","Kaum wichtig","Trifft kaum zu","Trifft teilweise zu","Trifft überwiegend zu","Sehr geringe Kenntnisse","Trift teilweise zu.","Teils / Teils","Eher nicht beabsichtigt."
"135","1980-01-01 00:00:00","6","de","844172892","683ec14d-06ea-7aaa-1d42-0dccd7eb23c1","Weiblich","66+","1000 - unter 2000 Euro","Mittlere Reife","18513","Mecklenburg-Vorpommern","1","Stimme ich eher zu","Stimme ich zu","Deutliche Verbesserung","Ein wenig kompliziert","Stimme eher zu","0","Trifft kaum zu","Eher wichtig","Trifft teilweise zu","Trifft überwiegend zu","Trifft kaum zu","Geringe Kenntnisse","Trifft mehrheitlich zu.","Stimme ich eher zu","Beabsichtigt"
"136","1980-01-01 00:00:00","6","de","464605868","683ec219-2df8-fc51-059c-d3dbdef68032","Weiblich","46-55","1000 - unter 2000 Euro","Abgeschlossene Berufsausbildung","18106","Mecklenburg-Vorpommern","1","Stimme ich eher zu","Stimme ich eher zu","Mäßige Verbesserung","Ein wenig kompliziert","Stimme eher zu","0","Trifft eher nicht zu","Eher wichtig","Trifft teilweise zu","Trifft teilweise zu","Trifft teilweise zu","Sehr geringe Kenntnisse","Trift teilweise zu.","Stimme ich eher nicht zu","Möglicherweise beabsichtigt"
"141","1980-01-01 00:00:00","6","de","722117706","683ec550-b4c6-aab6-dff2-155f9be6ad4c","Weiblich","56-65","2000 - unter 3000 Euro","Abgeschlossene Berufsausbildung","18107","Mecklenburg-Vorpommern","1","Teils / Teils","Teils / Teils","Mäßige Verbesserung","Eher kompliziert","Stimme eher zu","0","Trifft teileweise zu","Kaum wichtig","Trifft eher nicht zu","Trifft weitgehend zu","Trifft teilweise zu","Überhaupt keine Kenntnisse","Trift teilweise zu.","Teils / Teils","Eher beabsichtigt"
"142","1980-01-01 00:00:00","6","de","1492655913","683ec59c-7ec5-a726-0c8a-90a5e7a405f6","Männlich","18-35","2000 - unter 3000 Euro","Mittlere Reife","18147","Mecklenburg-Vorpommern","1","Stimme ich eher nicht zu","Stimme ich eher nicht zu","Geringe Verbesserung","Überhaupt nicht kompliziert","Stimme eher zu","0","Trifft kaum zu","Mäßig wichtig","Trifft teilweise zu","Trifft eher nicht zu","Trifft eher nicht zu","Sehr geringe Kenntnisse","Trifft nicht zu.","Stimme ich eher nicht zu","Möglicherweise beabsichtigt"
"143","1980-01-01 00:00:00","6","de","1308591924","683ec7de-510e-1158-ee48-7b7548f3eece","Männlich","46-55","3000 - unter 4000 Euro","Bachelor-Abschluss","18106","Mecklenburg-Vorpommern","1","Stimme ich eher zu","Teils / Teils","Keine Verbesserung","Ein wenig kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Mäßig wichtig","Trifft teilweise zu","Trifft überwiegend zu","Trifft teilweise zu","Grundlegende Kenntnisse","Trift teilweise zu.","Stimme ich zu","Möglicherweise beabsichtigt"
"145","1980-01-01 00:00:00","6","de","1615085647","683ece38-2659-c93b-838d-c4b925cef8eb","Männlich","36-45","3000 - unter 4000 Euro","Abgeschlossene Berufsausbildung","19053","Mecklenburg-Vorpommern","1","Stimme ich eher nicht zu","Stimme ich eher zu","Mäßige Verbesserung","Eher kompliziert","Stimme eher zu","0","Trifft kaum zu","Kaum wichtig","Trifft eher nicht zu","Trifft überwiegend zu","Trifft überwiegend zu","Sehr geringe Kenntnisse","Trifft eher nicht zu.","Stimme ich nicht zu","Möglicherweise beabsichtigt"
"147","1980-01-01 00:00:00","6","de","1412345805","683ed6cc-0c65-7f87-de34-85c3b0fcc184","Weiblich","36-45","3000 - unter 4000 Euro","Abitur","19061","Mecklenburg-Vorpommern","1","Stimme ich eher zu","Teils / Teils","Geringe Verbesserung","Kompliziert","Stimme eher zu","0","Trifft teileweise zu","Eher wichtig","Trifft teilweise zu","Trifft teilweise zu","Trifft überwiegend zu","Sehr geringe Kenntnisse","Trift teilweise zu.","Stimme ich eher nicht zu","Möglicherweise beabsichtigt"
"148","1980-01-01 00:00:00","6","de","1504630955","683f032b-af88-2feb-fcec-915ccb6bd804","Männlich","36-45","3000 - unter 4000 Euro","Abgeschlossene Berufsausbildung","17491","Mecklenburg-Vorpommern","1","Stimme ich vollumfänglich zu","Stimme ich zu","Sehr große Verbesserung","Kaum kompliziert","Stimme eher zu","0","Trifft überwiegend zu","Eher wichtig","Trifft vollständig zu","Trifft überwiegend zu","Trifft vollkommen zu","Gute Kenntnisse","Trifft überwiegend zu.","Stimme ich eher zu","Beabsichtigt"
"154","1980-01-01 00:00:00","6","de","1285853931","683f126e-41ae-c0ac-0c0a-a44e9ec103a3","Weiblich","46-55","3000 - unter 4000 Euro","Bachelor-Abschluss","18246","Mecklenburg-Vorpommern","1","Stimme ich eher zu","Stimme ich eher zu","Geringe Verbesserung","Kaum kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Wenig wichtig","Trifft überhaupt nicht zu","Trifft weitgehend zu","Trifft weitgehend zu","Grundlegende Kenntnisse","Trifft mehrheitlich zu.","Teils / Teils","Eher beabsichtigt"
"155","1980-01-01 00:00:00","6","de","1515233570","683f12eb-cf47-c876-09c7-21355fdf84dc","Weiblich","18-35","1000 - unter 2000 Euro","Mittlere Reife","17335","Mecklenburg-Vorpommern","1","Stimme ich eher nicht zu","Stimme ich eher nicht zu","Keine Verbesserung","Eher kompliziert","Stimme eher zu","0","Trifft teileweise zu","Mäßig wichtig","Trifft eher nicht zu","Trifft teilweise zu","Trifft eher nicht zu","Grundlegende Kenntnisse","Trift teilweise zu.","Stimme ich eher nicht zu","Möglicherweise beabsichtigt"
"156","1980-01-01 00:00:00","6","de","1844588824","683f13d6-5523-57b3-dc9e-9421a679e309","Weiblich","18-35","1000 - unter 2000 Euro","Hauptschulabschluss","19053","Mecklenburg-Vorpommern","1","Stimme ich eher zu","Stimme ich eher zu","Deutliche Verbesserung","Kaum kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Extrem wichtig","Trifft teilweise zu","Trifft vollständig zu","Trifft vollkommen zu","Grundlegende Kenntnisse","Trifft vollkommen zu.","Stimme ich zu","Definitiv beabsichtigt"
"157","1980-01-01 00:00:00","6","de","663618166","683f13f9-51b9-169e-d6e7-37d0a6287d6d","Weiblich","36-45","2000 - unter 3000 Euro","Mittlere Reife","19055","Mecklenburg-Vorpommern","1","Stimme ich eher zu","Teils / Teils","Deutliche Verbesserung","Eher kompliziert","Stimme eher zu","0","Trifft deutlich  zu","Mäßig wichtig","Trifft weitgehend zu","Trifft teilweise zu","Trifft teilweise zu","Sehr geringe Kenntnisse","Trifft überwiegend zu.","Stimme ich vollumfänglich zu","Eher beabsichtigt"
"158","1980-01-01 00:00:00","6","de","1688450751","683f1542-87b9-63af-b588-2f9ebc429316","Männlich","46-55","1000 - unter 2000 Euro","Abgeschlossene Berufsausbildung","19386 ","Mecklenburg-Vorpommern","1","Teils / Teils","Teils / Teils","Geringe Verbesserung","Ein wenig kompliziert","Stimme eher zu","0","Trifft teileweise zu","Kaum wichtig","Trifft eher nicht zu","Trifft überwiegend zu","Trifft überwiegend zu","Grundlegende Kenntnisse","Trift teilweise zu.","Stimme ich eher zu","Möglicherweise beabsichtigt"
"159","1980-01-01 00:00:00","6","de","1669118164","683f15e4-efa8-c26e-a986-2694161d7660","Weiblich","18-35","2000 - unter 3000 Euro","Hauptschulabschluss","17390","Mecklenburg-Vorpommern","1","Stimme ich eher zu","Stimme ich eher zu","Deutliche Verbesserung","Ein wenig kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Wenig wichtig","Trifft teilweise zu","Trifft teilweise zu","Trifft überwiegend zu","Sehr geringe Kenntnisse","Trifft überwiegend zu.","Stimme ich zu","Möglicherweise beabsichtigt"
"161","1980-01-01 00:00:00","6","de","28503842","683f17e3-2261-f172-b12f-f24cbf373826","Weiblich","18-35","5000 Euro und mehr","Abgeschlossene Berufsausbildung","19288","Mecklenburg-Vorpommern","1","Stimme ich eher zu","Teils / Teils","Mäßige Verbesserung","Ein wenig kompliziert","Stimme eher zu","0","Trifft kaum zu","Eher wichtig","Trifft teilweise zu","Trifft eher nicht zu","Trifft teilweise zu","Geringe Kenntnisse","Trift teilweise zu.","Teils / Teils","Eher nicht beabsichtigt."
"163","1980-01-01 00:00:00","6","de","1837918834","683f1e90-a6b4-f496-1eff-d6e9541d87b5","Weiblich","36-45","3000 - unter 4000 Euro","Bachelor-Abschluss","18057","Mecklenburg-Vorpommern","1","Stimme ich eher zu","Stimme ich eher zu","Mäßige Verbesserung","Kaum kompliziert","Stimme eher zu","0","Trifft deutlich  zu","Mäßig wichtig","Trifft teilweise zu","Trifft überwiegend zu","Trifft eher nicht zu","Gute Kenntnisse","Trifft überwiegend zu.","Stimme ich zu","Eher beabsichtigt"
"164","1980-01-01 00:00:00","6","de","1811960362","683f206c-0e47-80cf-8c51-6da2ea68a54e","Männlich","36-45","Unter 1000 Euro","Hauptschulabschluss","18437","Mecklenburg-Vorpommern","1","Stimme ich nicht zu","Stimme ich eher nicht zu","Sehr geringe Verbesserung","Kompliziert","Stimme eher zu","0","Trifft teileweise zu","Eher wichtig","Trifft teilweise zu","Trifft überwiegend zu","Trifft überhaupt nicht zu","Sehr gute Kenntnisse","Trift teilweise zu.","Stimme ich nicht zu","Möglicherweise beabsichtigt"
"166","1980-01-01 00:00:00","6","de","1691490717","683f2633-68ae-0bbd-f0cc-be0b4df99b2a","Männlich","18-35","Unter 1000 Euro","Bachelor-Abschluss","17121","Mecklenburg-Vorpommern","1","Stimme ich überhaupt nicht zu","Stimme ich überhaupt nicht zu","Keine Verbesserung","Extrem kompliziert","Stimme eher zu","0","Trifft teileweise zu","Mäßig wichtig","Trifft überhaupt nicht zu","Trifft überhaupt nicht zu","Trifft weitgehend zu","Grundlegende Kenntnisse","Trifft überhaupt nicht zu.","Stimme ich vollumfänglich zu","Möglicherweise beabsichtigt"
"167","1980-01-01 00:00:00","6","de","2083946649","683f276f-ec1d-599f-d2c9-cc975213cb09","Männlich","18-35","Unter 1000 Euro","Abitur","18107","Mecklenburg-Vorpommern","1","Stimme ich nicht zu","Stimme ich eher nicht zu","Geringe Verbesserung","Kompliziert","Stimme eher zu","0","Trifft kaum zu","Kaum wichtig","Trifft eher nicht zu","Trifft eher nicht zu","Trifft eher nicht zu","Geringe Kenntnisse","Trifft überhaupt nicht zu.","Stimme ich nicht zu","Überhaupt nicht beabsichtigt"
"175","1980-01-01 00:00:00","6","de","1965021653","683f2cb7-6142-47ab-f6fc-b8c52779962e","Weiblich","18-35","2000 - unter 3000 Euro","Bachelor-Abschluss","18106","Mecklenburg-Vorpommern","1","Stimme ich zu","Stimme ich zu","Deutliche Verbesserung","Kaum kompliziert","Stimme eher zu","0","Trifft deutlich  zu","Mäßig wichtig","Trifft vollständig zu","Trifft überwiegend zu","Trifft überwiegend zu","Geringe Kenntnisse","Trifft überwiegend zu.","Stimme ich zu","Beabsichtigt"
"177","1980-01-01 00:00:00","6","de","1490504462","683f2fbe-5a34-8fc7-8c3e-9b333256374d","Männlich","66+","Unter 1000 Euro","Bachelor-Abschluss","18146","Mecklenburg-Vorpommern","1","Teils / Teils","Teils / Teils","Keine Verbesserung","Extrem kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Überhaupt nicht wichtig","Trifft teilweise zu","Trifft teilweise zu","Trifft vollkommen zu","Überhaupt keine Kenntnisse","Trift teilweise zu.","Teils / Teils","Definitiv beabsichtigt"
"179","1980-01-01 00:00:00","6","de","1124797440","683f3344-fe70-fdc3-588b-1d344afea631","Weiblich","18-35","2000 - unter 3000 Euro","Abgeschlossene Berufsausbildung","17036","Mecklenburg-Vorpommern","1","Stimme ich zu","Stimme ich eher zu","Sehr große Verbesserung","Kompliziert","Stimme eher zu","0","Trifft eher nicht zu","Wenig wichtig","Trifft überwiegend zu","Trifft weitgehend zu","Trifft vollkommen zu","Gute Kenntnisse","Trifft mehrheitlich zu.","Stimme ich vollumfänglich zu","Beabsichtigt"
"180","1980-01-01 00:00:00","6","de","773575886","683f33de-8013-1587-1f9d-461784e87bd8","Männlich","18-35","3000 - unter 4000 Euro","Abgeschlossene Berufsausbildung","19057","Mecklenburg-Vorpommern","1","Stimme ich zu","Stimme ich zu","Deutliche Verbesserung","Ein wenig kompliziert","Stimme eher zu","0","Trifft kaum zu","Kaum wichtig","Trifft eher nicht zu","Trifft teilweise zu","Trifft überwiegend zu","Grundlegende Kenntnisse","Trifft überwiegend zu.","Stimme ich zu","Eher beabsichtigt"
"181","1980-01-01 00:00:00","6","de","1895016833","683f3402-07f2-f1b9-5c8c-8f2e6c3087dd","Männlich","36-45","2000 - unter 3000 Euro","Mittlere Reife","18230","Mecklenburg-Vorpommern","1","Stimme ich eher zu","Stimme ich eher zu","Mäßige Verbesserung","Ein wenig kompliziert","Stimme eher zu","0","Trifft teileweise zu","Mäßig wichtig","Trifft teilweise zu","Trifft überwiegend zu","Trifft teilweise zu","Geringe Kenntnisse","Trift teilweise zu.","Teils / Teils","Eher beabsichtigt"
"186","1980-01-01 00:00:00","6","de","1960052443","683f353a-c6fa-e00d-e1fc-88893a04a12e","Weiblich","18-35","1000 - unter 2000 Euro","Mittlere Reife","19055","Mecklenburg-Vorpommern","1","Teils / Teils","Stimme ich eher zu","Deutliche Verbesserung","Kaum kompliziert","Stimme eher zu","0","Trifft teileweise zu","Mäßig wichtig","Trifft teilweise zu","Trifft überwiegend zu","Trifft teilweise zu","Geringe Kenntnisse","Trifft mehrheitlich zu.","Teils / Teils","Möglicherweise beabsichtigt"
"188","1980-01-01 00:00:00","6","de","1970845936","683f38a7-add9-4694-4855-e1e01b2a6220","Männlich","36-45","5000 Euro und mehr","Mittlere Reife","18059","Mecklenburg-Vorpommern","1","Stimme ich überhaupt nicht zu","Stimme ich überhaupt nicht zu","Keine Verbesserung","Extrem kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Überhaupt nicht wichtig","Trifft überhaupt nicht zu","Trifft überhaupt nicht zu","Trifft überhaupt nicht zu","Überhaupt keine Kenntnisse","Trifft überhaupt nicht zu.","Stimme ich überhaupt nicht zu","Überhaupt nicht beabsichtigt"
"189","1980-01-01 00:00:00","6","de","511859416","683f3971-df1d-4b0d-e7a6-6bafc522dc16","Weiblich","36-45","1000 - unter 2000 Euro","Hauptschulabschluss","17429","Mecklenburg-Vorpommern","1","Stimme ich vollumfänglich zu","Stimme ich vollumfänglich zu","Sehr große Verbesserung","Extrem kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Überhaupt nicht wichtig","Trifft überhaupt nicht zu","Trifft überhaupt nicht zu","Trifft vollkommen zu","Überhaupt keine Kenntnisse","Trifft überhaupt nicht zu.","Stimme ich vollumfänglich zu","Überhaupt nicht beabsichtigt"
"190","1980-01-01 00:00:00","6","de","563640204","683f3d79-f427-a141-cc57-959641bc3c9a","Männlich","36-45","1000 - unter 2000 Euro","Abgeschlossene Berufsausbildung","17489","Mecklenburg-Vorpommern","1","Teils / Teils","Teils / Teils","Geringe Verbesserung","Eher kompliziert","Stimme eher zu","0","Trifft kaum zu","Überhaupt nicht wichtig","Trifft kaum zu","Trifft eher nicht zu","Trifft teilweise zu","Geringe Kenntnisse","Trift teilweise zu.","Stimme ich eher nicht zu","Möglicherweise beabsichtigt"
"191","1980-01-01 00:00:00","6","de","2032277783","683f40e4-fddb-0a10-2317-2b12a05de4b8","Weiblich","46-55","5000 Euro und mehr","Bachelor-Abschluss","19079","Mecklenburg-Vorpommern","1","Teils / Teils","Stimme ich eher zu","Sehr geringe Verbesserung","Kaum kompliziert","Stimme eher zu","0","Trifft eher nicht zu","Wenig wichtig","Trifft kaum zu","Trifft überwiegend zu","Trifft eher nicht zu","Grundlegende Kenntnisse","Trifft mehrheitlich zu.","Teils / Teils","Möglicherweise beabsichtigt"
"195","1980-01-01 00:00:00","6","de","1920756213","683f41e2-1daf-bd01-2b95-3df33832624b","Weiblich","18-35","2000 - unter 3000 Euro","Mittlere Reife","17438","Mecklenburg-Vorpommern","1","Stimme ich eher zu","Stimme ich zu","Mäßige Verbesserung","Ein wenig kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Wenig wichtig","Trifft überhaupt nicht zu","Trifft weitgehend zu","Trifft weitgehend zu","Gute Kenntnisse","Trifft mehrheitlich zu.","Stimme ich zu","Möglicherweise beabsichtigt"
"197","1980-01-01 00:00:00","6","de","2129082558","683f43ca-5f46-c52c-4182-f883d64b2e6c","Weiblich","18-35","2000 - unter 3000 Euro","Abitur","18069","Mecklenburg-Vorpommern","1","Stimme ich zu","Stimme ich zu","Deutliche Verbesserung","Ein wenig kompliziert","Stimme eher zu","0","Trifft kaum zu","Überhaupt nicht wichtig","Trifft eher nicht zu","Trifft weitgehend zu","Trifft teilweise zu","Grundlegende Kenntnisse","Trifft vollkommen zu.","Stimme ich zu","Eher beabsichtigt"
"203","1980-01-01 00:00:00","6","de","1327861166","683f45b1-491c-242a-3ae7-4d825193153a","Weiblich","56-65","1000 - unter 2000 Euro","Bachelor-Abschluss","17033","Mecklenburg-Vorpommern","1","Teils / Teils","Stimme ich eher nicht zu","Geringe Verbesserung","Eher kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Kaum wichtig","Trifft überhaupt nicht zu","Trifft kaum zu","Trifft überwiegend zu","Sehr geringe Kenntnisse","Trifft nicht zu.","Stimme ich nicht zu","Nicht beabsichtigt"
"204","1980-01-01 00:00:00","6","de","498059309","683f4672-b933-a378-6e08-c8e20316dee2","Weiblich","56-65","2000 - unter 3000 Euro","Abgeschlossene Berufsausbildung","17358","Mecklenburg-Vorpommern","1","Stimme ich nicht zu","Stimme ich eher nicht zu","Sehr geringe Verbesserung","Kaum kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Überhaupt nicht wichtig","Trifft überhaupt nicht zu","Trifft teilweise zu","Trifft überwiegend zu","Überhaupt keine Kenntnisse","Trifft eher nicht zu.","Teils / Teils","Möglicherweise beabsichtigt"
"208","1980-01-01 00:00:00","6","de","668883375","683f46d0-3965-adb5-8792-18f1f4d7fd99","Weiblich","18-35","1000 - unter 2000 Euro","Hauptschulabschluss","18337","Mecklenburg-Vorpommern","1","Stimme ich nicht zu","Stimme ich eher nicht zu","Geringe Verbesserung","Kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Überhaupt nicht wichtig","Trifft überhaupt nicht zu","Trifft eher nicht zu","Trifft eher nicht zu","Überhaupt keine Kenntnisse","Trifft eher nicht zu.","Stimme ich eher nicht zu","Möglicherweise beabsichtigt"
"214","1980-01-01 00:00:00","6","de","1417191639","683f4cf1-f091-c453-fe9f-fbcff4e00324","Weiblich","18-35","5000 Euro und mehr","Abgeschlossene Berufsausbildung","19053","Mecklenburg-Vorpommern","1","Teils / Teils","Teils / Teils","Mäßige Verbesserung","Eher kompliziert","Stimme eher zu","0","Trifft deutlich  zu","Mäßig wichtig","Trifft teilweise zu","Trifft überwiegend zu","Trifft überwiegend zu","Grundlegende Kenntnisse","Trifft eher nicht zu.","Stimme ich eher nicht zu","Eher beabsichtigt"
"215","1980-01-01 00:00:00","6","de","2076294693","683f4de2-fd73-a9aa-032b-f66c7c46d401","Männlich","18-35","4000 - unter 5000 Euro","Abgeschlossene Berufsausbildung","18273","Mecklenburg-Vorpommern","1","Stimme ich eher nicht zu","Teils / Teils","Geringe Verbesserung","Kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Wenig wichtig","Trifft überhaupt nicht zu","Trifft überwiegend zu","Trifft überwiegend zu","Grundlegende Kenntnisse","Trift teilweise zu.","Teils / Teils","Eher beabsichtigt"
"219","1980-01-01 00:00:00","6","de","1191558568","683f4edb-2e8c-5424-90d5-04c642d4b6b0","Weiblich","36-45","5000 Euro und mehr","Bachelor-Abschluss","18196","Mecklenburg-Vorpommern","1","Teils / Teils","Teils / Teils","Geringe Verbesserung","Kompliziert","Stimme eher zu","0","Trifft kaum zu","Kaum wichtig","Trifft teilweise zu","Trifft überwiegend zu","Trifft teilweise zu","Geringe Kenntnisse","Trifft eher nicht zu.","Stimme ich eher nicht zu","Möglicherweise beabsichtigt"
"220","1980-01-01 00:00:00","6","de","2015175209","683f4f37-70e2-d4c6-2a8e-cbd76a473b22","Männlich","46-55","2000 - unter 3000 Euro","Bachelor-Abschluss","19071","Mecklenburg-Vorpommern","1","Stimme ich eher nicht zu","Stimme ich eher nicht zu","Geringe Verbesserung","Kompliziert","Stimme eher zu","0","Trifft überhaupt nicht zu","Kaum wichtig","Trifft kaum zu","Trifft überwiegend zu","Trifft eher nicht zu","Gute Kenntnisse","Trift teilweise zu.","Stimme ich eher zu","Möglicherweise beabsichtigt"
"221","1980-01-01 00:00:00","6","de","2097652029","683f50a4-ce5b-47fb-a876-173fb56a8b62","Männlich","36-45","3000 - unter 4000 Euro","Bachelor-Abschluss","19246","Mecklenburg-Vorpommern","1","Teils / Teils","Stimme ich eher zu","Mäßige Verbesserung","Ein wenig kompliziert","Stimme eher zu","0","Trifft eher nicht zu","Überhaupt nicht wichtig","Trifft kaum zu","Trifft weitgehend zu","Trifft überwiegend zu","Sehr geringe Kenntnisse","Trifft mehrheitlich zu.","Stimme ich eher zu","Eher nicht beabsichtigt."
"226","1980-01-01 00:00:00","6","de","265164761","683f54e6-aecc-497e-3906-cf30da3da72b","Weiblich","36-45","1000 - unter 2000 Euro","Mittlere Reife","18435","Mecklenburg-Vorpommern","1","Teils / Teils","Stimme ich eher zu","Geringe Verbesserung","Ein wenig kompliziert","Stimme eher zu","0","Trifft kaum zu","Mäßig wichtig","Trifft kaum zu","Trifft teilweise zu","Trifft teilweise zu","Geringe Kenntnisse","Trift teilweise zu.","Teils / Teils","Möglicherweise beabsichtigt"
"227","1980-01-01 00:00:00","6","de","1695118575","683f54c0-6eb9-7bb2-61dc-b2b685174c4c","Weiblich","18-35","5000 Euro und mehr","Master-Abschluss","17489","Mecklenburg-Vorpommern","1","Stimme ich zu","Stimme ich vollumfänglich zu","Geringe Verbesserung","Kaum kompliziert","Stimme eher zu","0","Trifft kaum zu","Eher wichtig","Trifft teilweise zu","Trifft überwiegend zu","Trifft teilweise zu","Sehr gute Kenntnisse","Trifft überwiegend zu.","Stimme ich zu","Beabsichtigt"
